T	1937123.000000
K	ApacheConf	select	-6.643790
K	ApacheConf	set	-6.643790
K	ApacheConf	ssl.conf	-5.950643
K	ApacheConf	startup	-5.950643
K	ApacheConf	type	-6.643790
K	ApacheConf	union	-6.643790
K	ApacheConf	unlimited	-6.643790
K	ApacheConf	update	-6.643790
K	ApacheConf	userdir.conf	-5.950643
K	ApacheConf	var	-6.643790
K	ApacheConf	vhosts.conf	-5.950643
K	ApacheConf	wget	-5.950643
K	ApacheConf	winhttp	-6.643790
K	ApacheConf	x	-6.643790
K	ApacheConf	z	-6.643790
K	ApacheConf	{	-3.648057
K	ApacheConf	|	-2.261763
K	ApacheConf	}	-3.648057
K	ApacheConf	’	-5.034352
K	ApacheConf	”	-5.545177
K	Apex	!	-4.922259
K	Apex	&	-8.100313
K	Apex	&&	-4.922259
K	Apex	(	-2.636481
K	Apex	)	-2.638602
K	Apex	+	-4.666326
K	Apex	,	-2.223979
K	Apex	-	-5.797728
K	Apex	.AccountSid__c	-8.793460
K	Apex	.AuthToken__c	-8.793460
K	Apex	.get	-7.407166
K	Apex	.getAccount	-8.100313
K	Apex	.getAccountSid	-8.793460
K	Apex	.getHeaders	-8.793460
K	Apex	.getParameters	-8.100313
K	Apex	.getSid	-8.100313
K	Apex	.length	-8.100313
K	Apex	.split	-8.793460
K	Apex	.toString	-8.793460
K	Apex	/	-7.407166
K	Apex	//	-8.100313
K	Apex	//Chinese	-8.100313
K	Apex	//Converts	-8.793460
K	Apex	//Czech	-8.793460
K	Apex	//Danish	-8.793460
K	Apex	//Dutch	-8.793460
K	Apex	//English	-8.793460
K	Apex	//FOR	-8.100313
K	Apex	//Finnish	-8.793460
K	Apex	//French	-8.793460
K	Apex	//German	-8.793460
K	Apex	//Hungarian	-8.793460
K	Apex	//Indonesian	-8.793460
K	Apex	//Italian	-8.793460
K	Apex	//Japanese	-8.793460
K	Apex	//Korean	-8.793460
K	Apex	//LIST/ARRAY	-8.793460
K	Apex	//Polish	-8.793460
K	Apex	//Portuguese	-8.793460
K	Apex	//Returns	-8.793460
K	Apex	//Russian	-8.793460
K	Apex	//Spanish	-8.793460
K	Apex	//Swedish	-8.793460
K	Apex	//Thai	-8.793460
K	Apex	//Throws	-8.793460
K	Apex	//Turkish	-8.793460
K	Apex	//check	-8.100313
K	Apex	//dash	-8.793460
K	Apex	//the	-8.100313
K	Apex	//underscore	-8.793460
K	Apex	:	-5.574585
K	Apex	;	-3.099728
K	Apex	<	-5.267100
K	Apex	<Attachment>	-8.100313
K	Apex	<Id>	-8.793460
K	Apex	<Messaging.EmailFileAttachment>	-7.694848
K	Apex	<Object>	-5.461256
K	Apex	<SObject>	-5.702418
K	Apex	<String,>	-8.100313
K	Apex	<String,String>	-5.426165
K	Apex	<String>	-5.327724
K	Apex	=	-1.964748
K	Apex	>	-2.423559
K	Apex	?	-7.184022
K	Apex	@isTest	-8.793460
K	Apex	Account	-8.100313
K	Apex	ApexPages.currentPage	-7.407166
K	Apex	ArrayUtils	-8.793460
K	Apex	ArrayUtils.toString	-6.308554
K	Apex	Attachment	-8.100313
K	Apex	Boolean	-5.155874
K	Apex	BooleanUtils	-8.793460
K	Apex	Brazilian	-8.793460
K	Apex	DEFAULTS	-8.793460
K	Apex	DEFAULTS.containsKey	-7.694848
K	Apex	DEFAULTS.get	-7.694848
K	Apex	DEFAULT_LANGUAGE_CODE	-7.694848
K	Apex	Double	-8.793460
K	Apex	EMPTY_STRING_ARRAY	-8.793460
K	Apex	ERROR	-8.793460
K	Apex	EmailUtils	-8.793460
K	Apex	Exception	-8.793460
K	Apex	FORCE.COM	-8.793460
K	Apex	FROM	-8.793460
K	Apex	G_GEO_BAD_KEY	-8.793460
K	Apex	G_GEO_BAD_REQUEST	-8.793460
K	Apex	G_GEO_MISSING_ADDRESS	-8.793460
K	Apex	G_GEO_SERVER_ERROR	-8.793460
K	Apex	G_GEO_SUCCESS	-8.793460
K	Apex	G_GEO_TOO_MANY_QUERIES	-8.793460
K	Apex	G_GEO_UNAVAILABLE_ADDRESS	-8.793460
K	Apex	G_GEO_UNKNOWN_ADDRESS	-8.793460
K	Apex	G_GEO_UNKNOWN_DIRECTIONS	-8.793460
K	Apex	GeoUtils	-8.793460
K	Apex	GeoUtils.generateFromContent	-8.793460
K	Apex	HTTP_LANGUAGE_CODE_PARAMETER_KEY	-8.100313
K	Apex	ID	-8.793460
K	Apex	IN	-8.793460
K	Apex	ISObjectComparator	-7.694848
K	Apex	Id	-8.793460
K	Apex	IllegalArgumentException	-7.184022
K	Apex	Integer	-5.267100
K	Apex	LANGUAGES_FROM_BROWSER_AS_LIST	-7.694848
K	Apex	LANGUAGES_FROM_BROWSER_AS_LIST.size	-8.793460
K	Apex	LANGUAGES_FROM_BROWSER_AS_STRING	-8.100313
K	Apex	LANGUAGE_CODE_SET	-8.793460
K	Apex	LANGUAGE_HTTP_PARAMETER	-6.847550
K	Apex	LanguageUtils	-8.793460
K	Apex	List	-4.530780
K	Apex	MAX_NUMBER_OF_ELEMENTS_IN_LIST	-7.184022
K	Apex	Map	-5.359473
K	Apex	Messaging.EmailFileAttachment	-8.100313
K	Apex	Messaging.SingleEmailMessage	-7.694848
K	Apex	Messaging.sendEmail	-8.793460
K	Apex	MissingTwilioConfigCustomSettingsException	-8.100313
K	Apex	OBJECTS	-8.793460
K	Apex	Object	-5.657966
K	Apex	ObjectComparator	-7.694848
K	Apex	PRIMITIVES	-8.793460
K	Apex	Page.kmlPreviewTemplate	-8.793460
K	Apex	PageReference	-8.100313
K	Apex	PrimitiveComparator	-8.100313
K	Apex	SALESFORCE	-8.793460
K	Apex	SELECT	-8.793460
K	Apex	SORTING	-8.793460
K	Apex	SObject	-5.849021
K	Apex	SUPPORTED_LANGUAGE_CODES	-8.100313
K	Apex	SUPPORTED_LANGUAGE_CODES.contains	-8.100313
K	Apex	Set	-7.001701
K	Apex	Simplified	-8.793460
K	Apex	String	-4.733017
K	Apex	StringUtils.defaultString	-7.407166
K	Apex	StringUtils.equalsIgnoreCase	-8.793460
K	Apex	StringUtils.isNotBlank	-8.793460
K	Apex	StringUtils.length	-8.793460
K	Apex	StringUtils.lowerCase	-7.694848
K	Apex	StringUtils.replaceChars	-8.100313
K	Apex	StringUtils.split	-8.793460
K	Apex	StringUtils.substring	-8.793460
K	Apex	System.assert	-7.001701
K	Apex	System.assertEquals	-7.184022
K	Apex	Test.isRunningTest	-8.793460
K	Apex	Test.setCurrentPage	-8.793460
K	Apex	Traditional	-8.793460
K	Apex	TwilioAPI	-8.100313
K	Apex	TwilioAPI.client	-8.100313
K	Apex	TwilioAPI.getDefaultAccount	-8.793460
K	Apex	TwilioAPI.getDefaultClient	-8.100313
K	Apex	TwilioAPI.getTwilioConfig	-8.100313
K	Apex	TwilioAccount	-8.793460
K	Apex	TwilioCapability	-8.100313
K	Apex	TwilioConfig__c	-7.184022
K	Apex	TwilioConfig__c.getOrgDefaults	-8.793460
K	Apex	TwilioRestClient	-7.184022
K	Apex	UserInfo.getLanguage	-8.793460
K	Apex	WHERE	-8.793460
K	Apex	[	-4.188290
K	Apex	\	-7.184022
K	Apex	]	-4.188290
K	Apex	a	-7.407166
K	Apex	aList	-7.407166
K	Apex	accountAddressString	-8.793460
K	Apex	accountSid	-8.100313
K	Apex	activity.	-8.793460
K	Apex	actual	-6.020872
K	Apex	actual.size	-8.100313
K	Apex	adr	-7.407166
K	Apex	adr.replaceAll	-8.100313
K	Apex	amp	-8.793460
K	Apex	an	-8.100313
K	Apex	anArray	-6.154403
K	Apex	anArray.size	-8.100313
K	Apex	array	-5.657966
K	Apex	as	-8.793460
K	Apex	assertArraysAreEqual	-8.100313
K	Apex	attachment	-8.793460
K	Apex	attachment.Body	-8.793460
K	Apex	attachment.Name	-8.793460
K	Apex	attachmentIDs	-8.100313
K	Apex	authToken	-8.100313
K	Apex	billingcity	-8.793460
K	Apex	billingcountry	-8.793460
K	Apex	billingpostalcode	-8.793460
K	Apex	billingstate	-8.793460
K	Apex	billingstreet	-8.793460
K	Apex	body	-6.714019
K	Apex	bool	-5.327724
K	Apex	boolArray	-7.407166
K	Apex	boolArray.size	-8.793460
K	Apex	boolean	-8.793460
K	Apex	but	-8.100313
K	Apex	class	-6.847550
K	Apex	client	-8.100313
K	Apex	comparator	-6.154403
K	Apex	comparator.compare	-6.308554
K	Apex	conversion	-8.793460
K	Apex	count	-6.490875
K	Apex	createCapability	-8.793460
K	Apex	createClient	-8.793460
K	Apex	defaultVal	-8.100313
K	Apex	displayLanguageCode	-6.228511
K	Apex	elmt	-6.714019
K	Apex	else	-5.574585
K	Apex	email	-8.793460
K	Apex	emailSubject	-6.490875
K	Apex	etc.	-8.793460
K	Apex	expected	-6.020872
K	Apex	expected.size	-7.407166
K	Apex	extends	-8.793460
K	Apex	false	-6.228511
K	Apex	falseString	-8.100313
K	Apex	falseValue	-8.100313
K	Apex	fieldName	-7.694848
K	Apex	fieldName.trim	-8.100313
K	Apex	fileAttachment	-8.100313
K	Apex	fileAttachment.setBody	-8.793460
K	Apex	fileAttachment.setFileName	-8.793460
K	Apex	fileAttachments	-7.184022
K	Apex	fileAttachments.add	-8.793460
K	Apex	fileAttachments.size	-8.793460
K	Apex	filterLanguageCode	-7.407166
K	Apex	final	-7.001701
K	Apex	firstItem	-8.100313
K	Apex	for	-5.615407
K	Apex	generateFromContent	-8.793460
K	Apex	get	-7.694848
K	Apex	getAllLanguages	-7.694848
K	Apex	getDefaultAccount	-8.793460
K	Apex	getDefaultClient	-8.100313
K	Apex	getLangCodeByBrowser	-7.407166
K	Apex	getLangCodeByBrowserOrIfNullThenHttpParam	-8.793460
K	Apex	getLangCodeByBrowserOrIfNullThenUser	-8.793460
K	Apex	getLangCodeByHttpParam	-7.407166
K	Apex	getLangCodeByHttpParamOrIfNullThenBrowser	-8.793460
K	Apex	getLangCodeByHttpParamOrIfNullThenUser	-8.793460
K	Apex	getLangCodeByUser	-7.694848
K	Apex	getLanguageName	-8.793460
K	Apex	getSuppLangCodeSet	-8.100313
K	Apex	getTwilioConfig	-7.694848
K	Apex	global	-4.544965
K	Apex	header	-8.100313
K	Apex	hi	-4.733017
K	Apex	htmlBody	-8.100313
K	Apex	i	-4.823168
K	Apex	id	-8.793460
K	Apex	if	-4.304824
K	Apex	insert	-8.793460
K	Apex	instanceof	-8.793460
K	Apex	int	-8.793460
K	Apex	is	-7.184022
K	Apex	isEmpty	-6.847550
K	Apex	isFalse	-8.793460
K	Apex	isNotEmpty	-7.407166
K	Apex	isNotFalse	-8.793460
K	Apex	isNotTrue	-8.793460
K	Apex	isNotValidEmailAddress	-8.793460
K	Apex	isTrue	-8.793460
K	Apex	isValidEmailAddress	-8.100313
K	Apex	j	-6.490875
K	Apex	langCode	-7.694848
K	Apex	langCodes	-8.100313
K	Apex	langCodes.add	-8.793460
K	Apex	languageCode	-8.100313
K	Apex	languageFromBrowser	-7.001701
K	Apex	list	-5.267100
K	Apex	lo	-4.922259
K	Apex	lowerCase	-8.793460
K	Apex	mail	-8.100313
K	Apex	mail.setBccSender	-8.793460
K	Apex	mail.setFileAttachments	-8.793460
K	Apex	mail.setHtmlBody	-8.793460
K	Apex	mail.setPlainTextBody	-8.793460
K	Apex	mail.setSaveAsActivity	-8.793460
K	Apex	mail.setSubject	-8.793460
K	Apex	mail.setToAddresses	-8.793460
K	Apex	mail.setUseSignature	-8.793460
K	Apex	merg	-8.100313
K	Apex	merged	-7.001701
K	Apex	merged.add	-8.100313
K	Apex	mergex	-8.100313
K	Apex	n	-8.793460
K	Apex	name	-8.100313
K	Apex	negate	-8.793460
K	Apex	new	-4.733017
K	Apex	not	-7.694848
K	Apex	null	-4.293651
K	Apex	obj	-7.694848
K	Apex	objectArray	-6.085410
K	Apex	objectArray.size	-7.001701
K	Apex	objectToString	-8.793460
K	Apex	objects	-7.694848
K	Apex	objects.size	-8.793460
K	Apex	one	-8.100313
K	Apex	other	-8.100313
K	Apex	pageRef	-7.694848
K	Apex	param	-8.100313
K	Apex	pivot	-6.154403
K	Apex	pluck	-8.793460
K	Apex	plucked	-7.694848
K	Apex	pr	-8.793460
K	Apex	pr.getContent	-8.793460
K	Apex	private	-6.490875
K	Apex	prs	-6.714019
K	Apex	public	-6.714019
K	Apex	qsort	-5.903089
K	Apex	r	-8.793460
K	Apex	recipients	-6.395565
K	Apex	recipients.size	-8.793460
K	Apex	ret	-7.694848
K	Apex	ret.replaceAll	-8.793460
K	Apex	return	-4.139500
K	Apex	returnList	-6.395565
K	Apex	returnList.add	-6.714019
K	Apex	returnValue	-5.702418
K	Apex	returnValue.add	-7.694848
K	Apex	reverse	-8.100313
K	Apex	sObj	-7.407166
K	Apex	sObjects	-8.793460
K	Apex	saved	-8.793460
K	Apex	see	-8.100313
K	Apex	sendEmail	-7.407166
K	Apex	sendEmailWithStandardAttachments	-7.694848
K	Apex	sendHTMLEmail	-8.793460
K	Apex	sendTextEmail	-8.793460
K	Apex	size	-6.020872
K	Apex	sortAsc	-5.615407
K	Apex	specifying	-8.793460
K	Apex	split	-7.184022
K	Apex	split.size	-8.100313
K	Apex	splitAndFilterAcceptLanguageHeader	-8.100313
K	Apex	startIndex	-6.596236
K	Apex	static	-4.399011
K	Apex	stdAttachments	-7.407166
K	Apex	str	-6.490875
K	Apex	str.split	-8.793460
K	Apex	str.toLowerCase	-8.793460
K	Apex	str.toUpperCase	-8.793460
K	Apex	str.trim	-7.694848
K	Apex	strToBoolean	-8.793460
K	Apex	string	-7.694848
K	Apex	strings	-7.694848
K	Apex	strings.add	-8.793460
K	Apex	strs	-6.596236
K	Apex	strs.size	-7.694848
K	Apex	subset	-7.001701
K	Apex	system.assert	-8.793460
K	Apex	system.assertEquals	-8.793460
K	Apex	system.debug	-8.793460
K	Apex	t	-8.793460
K	Apex	test_TwilioAPI	-8.793460
K	Apex	testmethod	-8.793460
K	Apex	textBody	-8.100313
K	Apex	the	-8.100313
K	Apex	theList	-4.516794
K	Apex	theList.size	-8.100313
K	Apex	throw	-7.001701
K	Apex	tmp	-7.001701
K	Apex	to	-7.694848
K	Apex	toBoolean	-8.100313
K	Apex	toBooleanDefaultIfNull	-8.793460
K	Apex	toInteger	-8.793460
K	Apex	toString	-7.694848
K	Apex	toStringYN	-8.793460
K	Apex	toStringYesNo	-8.793460
K	Apex	token	-7.001701
K	Apex	token.contains	-8.793460
K	Apex	token.indexOf	-8.793460
K	Apex	token.substring	-8.793460
K	Apex	tokens	-7.694848
K	Apex	translatedLanguageNames	-8.793460
K	Apex	translatedLanguageNames.containsKey	-8.793460
K	Apex	translatedLanguageNames.get	-8.100313
K	Apex	trim	-8.793460
K	Apex	true	-6.308554
K	Apex	trueString	-8.100313
K	Apex	trueValue	-8.100313
K	Apex	try	-8.793460
K	Apex	twilioCfg	-6.847550
K	Apex	twilioCfg.AccountSid__c	-7.694848
K	Apex	twilioCfg.AuthToken__c	-7.694848
K	Apex	upperCase	-8.793460
K	Apex	useHTML	-7.001701
K	Apex	value	-6.596236
K	Apex	values.	-8.793460
K	Apex	void	-6.596236
K	Apex	while	-6.714019
K	Apex	xor	-8.793460
K	Apex	{	-3.418182
K	Apex	||	-6.308554
K	Apex	}	-3.422822
K	Apollo Guidance Computer	#	-4.050994
K	Apollo Guidance Computer	$	-4.146304
K	Apollo Guidance Computer	+	-5.062595
K	Apollo Guidance Computer	-	-4.502979
K	Apollo Guidance Computer	/KILL	-5.755742
K	Apollo Guidance Computer	/P	-5.350277
K	Apollo Guidance Computer	<br>	-5.755742
K	Apollo Guidance Computer	<info@sandroid.org>	-6.448889
K	Apollo Guidance Computer	=	-4.050994
K	Apollo Guidance Computer	?	-5.755742
K	Apollo Guidance Computer	A	-5.755742
K	Apollo Guidance Computer	ABRTIGN	-6.448889
K	Apollo Guidance Computer	AD	-5.062595
K	Apollo Guidance Computer	ADRES	-4.050994
K	Apollo Guidance Computer	ADRSCAN	-5.755742
K	Apollo Guidance Computer	ADS	-4.839451
K	Apollo Guidance Computer	AOSQ	-5.755742
K	Apollo Guidance Computer	AOSR	-6.448889
K	Apollo Guidance Computer	APSFLBIT	-6.448889
K	Apollo Guidance Computer	ASTNBIT	-6.448889
K	Apollo Guidance Computer	ASTNFLAG	-5.755742
K	Apollo Guidance Computer	ATMAGADR	-6.448889
K	Apollo Guidance Computer	AVEGEXIT	-6.448889
K	Apollo Guidance Computer	AVGEXIT	-5.755742
K	Apollo Guidance Computer	BANK	-4.251665
K	Apollo Guidance Computer	BANKCALL	-6.448889
K	Apollo Guidance Computer	BBANK	-6.448889
K	Apollo Guidance Computer	BBCON	-6.448889
K	Apollo Guidance Computer	BIT	-4.839451
K	Apollo Guidance Computer	BLOCK	-6.448889
K	Apollo Guidance Computer	BZF	-4.839451
K	Apollo Guidance Computer	CA	-3.963983
K	Apollo Guidance Computer	CADR	-4.050994
K	Apollo Guidance Computer	CAF	-4.050994
K	Apollo Guidance Computer	CCS	-5.350277
K	Apollo Guidance Computer	CHAN	-6.448889
K	Apollo Guidance Computer	CHECKMM	-6.448889
K	Apollo Guidance Computer	CNTDNDEX	-6.448889
K	Apollo Guidance Computer	COMFAIL	-4.839451
K	Apollo Guidance Computer	COMMON	-6.448889
K	Apollo Guidance Computer	COUNT*	-4.839451
K	Apollo Guidance Computer	CS	-3.453157
K	Apollo Guidance Computer	DAPBOOLS	-5.062595
K	Apollo Guidance Computer	DAS	-6.448889
K	Apollo Guidance Computer	DCA	-4.251665
K	Apollo Guidance Computer	DEAD	-5.350277
K	Apollo Guidance Computer	DEC	-5.755742
K	Apollo Guidance Computer	DEX	-5.755742
K	Apollo Guidance Computer	DISPCHNG	-5.755742
K	Apollo Guidance Computer	DISPDEX	-4.839451
K	Apollo Guidance Computer	DOWNFLAG	-4.502979
K	Apollo Guidance Computer	DRIFTBIT	-6.448889
K	Apollo Guidance Computer	DSALMOUT	-5.755742
K	Apollo Guidance Computer	DSP	-6.448889
K	Apollo Guidance Computer	DTCB	-6.448889
K	Apollo Guidance Computer	DVCNTR	-4.839451
K	Apollo Guidance Computer	DVMONCON	-6.448889
K	Apollo Guidance Computer	DXCH	-4.146304
K	Apollo Guidance Computer	EBANK	-3.809832
K	Apollo Guidance Computer	ENDOFJOB	-5.755742
K	Apollo Guidance Computer	ENGONBIT	-6.448889
K	Apollo Guidance Computer	EQUALS	-6.448889
K	Apollo Guidance Computer	EXTEND	-3.504450
K	Apollo Guidance Computer	FFTAG	-6.448889
K	Apollo Guidance Computer	FINDVAC	-6.448889
K	Apollo Guidance Computer	FIXDELAY	-6.448889
K	Apollo Guidance Computer	FLAGWRD	-3.740839
K	Apollo Guidance Computer	FLATOUT	-6.448889
K	Apollo Guidance Computer	FLGWRD	-6.448889
K	Apollo Guidance Computer	FLPASS	-6.448889
K	Apollo Guidance Computer	FLUNDBIT	-6.448889
K	Apollo Guidance Computer	FLUNDISP	-5.755742
K	Apollo Guidance Computer	FOUR	-6.448889
K	Apollo Guidance Computer	IBNKCALL	-6.448889
K	Apollo Guidance Computer	IDLEFLAG	-5.350277
K	Apollo Guidance Computer	IGN	-4.369448
K	Apollo Guidance Computer	IGNAOSQ	-6.448889
K	Apollo Guidance Computer	IGNAOSR	-6.448889
K	Apollo Guidance Computer	IGNFLAG	-5.755742
K	Apollo Guidance Computer	IGNFLBIT	-6.448889
K	Apollo Guidance Computer	IGNITION	-6.448889
K	Apollo Guidance Computer	IGNYET	-5.755742
K	Apollo Guidance Computer	IMPLBURN	-6.448889
K	Apollo Guidance Computer	IMPULBIT	-6.448889
K	Apollo Guidance Computer	INCR	-5.350277
K	Apollo Guidance Computer	INDEX	-4.251665
K	Apollo Guidance Computer	INHINT	-5.755742
K	Apollo Guidance Computer	ITEMP	-4.251665
K	Apollo Guidance Computer	KILLBB	-5.755742
K	Apollo Guidance Computer	KILLDEAD	-5.755742
K	Apollo Guidance Computer	KILLTASK	-5.755742
K	Apollo Guidance Computer	KILLTSK	-5.350277
K	Apollo Guidance Computer	L	-4.502979
K	Apollo Guidance Computer	LETABBIT	-6.448889
K	Apollo Guidance Computer	LETITLIV	-5.755742
K	Apollo Guidance Computer	LOW	-5.350277
K	Apollo Guidance Computer	LST	-4.839451
K	Apollo Guidance Computer	LSTLIM	-5.755742
K	Apollo Guidance Computer	LUNLANAD	-5.755742
K	Apollo Guidance Computer	LUNLAND	-6.448889
K	Apollo Guidance Computer	LXCH	-5.350277
K	Apollo Guidance Computer	MASK	-3.740839
K	Apollo Guidance Computer	NEG	-5.755742
K	Apollo Guidance Computer	NOTHRBIT	-6.448889
K	Apollo Guidance Computer	NOULLAGE	-6.448889
K	Apollo Guidance Computer	NOVAC	-6.448889
K	Apollo Guidance Computer	OCT	-3.809832
K	Apollo Guidance Computer	ONULLAGE	-6.448889
K	Apollo Guidance Computer	P	-3.453157
K	Apollo Guidance Computer	PHASCHNG	-4.251665
K	Apollo Guidance Computer	PHASE	-4.839451
K	Apollo Guidance Computer	PHSCHNG	-5.755742
K	Apollo Guidance Computer	POSTJUMP	-5.755742
K	Apollo Guidance Computer	PREREAD	-6.448889
K	Apollo Guidance Computer	PRIO	-5.350277
K	Apollo Guidance Computer	PULSES	-6.448889
K	Apollo Guidance Computer	Q	-5.755742
K	Apollo Guidance Computer	QXCH	-6.448889
K	Apollo Guidance Computer	RAND	-6.448889
K	Apollo Guidance Computer	S	-4.839451
K	Apollo Guidance Computer	SAVET	-6.448889
K	Apollo Guidance Computer	SEC	-6.448889
K	Apollo Guidance Computer	SETLOC	-4.839451
K	Apollo Guidance Computer	SJUNK	-6.448889
K	Apollo Guidance Computer	STCLOK	-6.448889
K	Apollo Guidance Computer	SU	-6.448889
K	Apollo Guidance Computer	SWANDBIT	-5.755742
K	Apollo Guidance Computer	TASKOVER	-4.839451
K	Apollo Guidance Computer	TBASE	-6.448889
K	Apollo Guidance Computer	TC	-2.893541
K	Apollo Guidance Computer	TCF	-3.313395
K	Apollo Guidance Computer	TCTSKOVR	-6.448889
K	Apollo Guidance Computer	TEVENT	-6.448889
K	Apollo Guidance Computer	TGO	-6.448889
K	Apollo Guidance Computer	THREE	-5.755742
K	Apollo Guidance Computer	THRUST	-6.448889
K	Apollo Guidance Computer	TIG	-4.657130
K	Apollo Guidance Computer	TIGNOW	-6.448889
K	Apollo Guidance Computer	TIGTASK	-5.350277
K	Apollo Guidance Computer	TIME	-5.062595
K	Apollo Guidance Computer	TRKMKCNT	-6.448889
K	Apollo Guidance Computer	TS	-3.270836
K	Apollo Guidance Computer	TSTFBANK	-5.755742
K	Apollo Guidance Computer	TTOGO	-6.448889
K	Apollo Guidance Computer	TWIDDLE	-5.755742
K	Apollo Guidance Computer	TWO	-6.448889
K	Apollo Guidance Computer	ULLAGOFF	-6.448889
K	Apollo Guidance Computer	ULLGTASK	-5.350277
K	Apollo Guidance Computer	UPFLAG	-5.755742
K	Apollo Guidance Computer	VB	-5.755742
K	Apollo Guidance Computer	WAITABIT	-6.448889
K	Apollo Guidance Computer	WAITLIST	-5.755742
K	Apollo Guidance Computer	WANTAPS	-6.448889
K	Apollo Guidance Computer	WCHPHASE	-6.448889
K	Apollo Guidance Computer	WCHPHOLD	-6.448889
K	Apollo Guidance Computer	WHICH	-4.657130
K	Apollo Guidance Computer	WOR	-6.448889
K	Apollo Guidance Computer	WRITE	-6.448889
K	Apollo Guidance Computer	Z	-5.350277
K	Apollo Guidance Computer	ZERO	-6.448889
K	Apollo Guidance Computer	ZL	-6.448889
K	Apollo Guidance Computer	ZOOM	-4.839451
K	Apollo Guidance Computer	ZOOMA	-5.350277
K	Apollo Guidance Computer	ZOOMTIME	-5.755742
K	AppleScript	&	-3.545953
K	AppleScript	(	-3.087378
K	AppleScript	)	-3.098939
K	AppleScript	,	-2.908896
K	AppleScript	-	-4.119299
K	AppleScript	/	-6.860139
K	AppleScript	:	-5.068380
K	AppleScript	<	-6.860139
K	AppleScript	>	-6.860139
K	AppleScript	AppleScript	-7.553287
K	AppleScript	Enable	-7.553287
K	AppleScript	FS	-5.250702
K	AppleScript	FinderSelection	-6.166992
K	AppleScript	I	-6.860139
K	AppleScript	Ideally	-6.860139
K	AppleScript	If	-6.860139
K	AppleScript	JavaScript	-6.860139
K	AppleScript	MyPath	-6.166992
K	AppleScript	POSIX	-6.166992
K	AppleScript	SelectionCount	-5.761527
K	AppleScript	Terminal	-7.553287
K	AppleScript	UI	-7.553287
K	AppleScript	URL	-7.553287
K	AppleScript	\	-5.607376
K	AppleScript	a	-6.166992
K	AppleScript	access	-7.553287
K	AppleScript	account	-7.553287
K	AppleScript	accountMailboxes	-6.454674
K	AppleScript	activate	-6.454674
K	AppleScript	alias	-5.473845
K	AppleScript	amPM	-6.166992
K	AppleScript	and	-5.607376
K	AppleScript	answer	-6.454674
K	AppleScript	application	-4.780698
K	AppleScript	application/pdf	-7.553287
K	AppleScript	application/postscript	-7.553287
K	AppleScript	as	-4.257450
K	AppleScript	assistive	-7.553287
K	AppleScript	be	-6.860139
K	AppleScript	bounds	-6.860139
K	AppleScript	button	-6.454674
K	AppleScript	buttons	-6.454674
K	AppleScript	character	-6.860139
K	AppleScript	characters	-7.553287
K	AppleScript	choose	-6.860139
K	AppleScript	click	-7.553287
K	AppleScript	clicked	-6.860139
K	AppleScript	color	-7.553287
K	AppleScript	contains	-7.553287
K	AppleScript	content	-6.860139
K	AppleScript	convertCommand	-6.166992
K	AppleScript	could	-6.860139
K	AppleScript	count	-5.473845
K	AppleScript	crazyTextMessage	-6.860139
K	AppleScript	current	-6.454674
K	AppleScript	currentDate	-6.454674
K	AppleScript	currentHour	-5.356062
K	AppleScript	currentMinutes	-6.166992
